movieId,title,content
3676,Eraserhead,drama horror in netflix queue art house atmospheric creepy cryptic dark disturbing dreamlike enigmatic fucked up gruesome hallucinatory insane paranoid strange surreal weird
3677,Baraka,documentary
3678,"Man with the Golden Arm, The",drama
3679,"Decline of Western Civilization, The",documentary musical
3680,"Decline of Western Civilization Part II: The Metal Years, The",documentary
3681,For a Few Dollars More (Per qualche dollaro in più),action drama thriller western
3682,Magnum Force,action crime drama thriller
3683,Blood Simple,crime drama film noir coen brothers
3684,"Fabulous Baker Boys, The",drama romance
3685,Prizzi's Honor,comedy drama romance
3686,Flatliners,horror sci fi thriller
3687,Light Years (Gandahar),adventure animation fantasy sci fi
3688,Porky's,comedy
3689,Porky's II: The Next Day,comedy
3690,Porky's Revenge,comedy
3691,Private School,comedy
3692,Class of Nuke 'Em High,comedy horror
3693,"Toxic Avenger, The",comedy horror
3694,"Toxic Avenger, Part II, The",comedy horror
3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The",comedy horror
3696,Night of the Creeps,comedy horror sci fi thriller
3697,Predator 2,action sci fi thriller
3698,"Running Man, The",action sci fi
3699,Starman,adventure drama romance sci fi
3700,"Brother from Another Planet, The",drama sci fi
3701,Alien Nation,crime drama sci fi thriller
3702,Mad Max,action adventure sci fi
3703,"Road Warrior, The (Mad Max 2)",action adventure sci fi thriller
3704,Mad Max Beyond Thunderdome,action adventure sci fi
3705,Bird on a Wire,action comedy romance
3706,Angel Heart,film noir horror mystery thriller
3707,9 1/2 Weeks (Nine 1/2 Weeks),drama romance
3708,Firestarter,horror thriller
3709,Sleepwalkers,horror
3710,Action Jackson,action comedy crime thriller
3711,Sarafina!,drama
3712,Soapdish,comedy television
3713,"Long Walk Home, The",drama
3714,Clara's Heart,drama
3715,Burglar,comedy crime
3716,Fatal Beauty,action comedy crime drama
3717,Gone in 60 Seconds,action crime
3719,Love's Labour's Lost,comedy romance
3720,Sunshine,drama
3723,Hamlet,drama shakespeare
3724,Coming Home,drama war vietnam
3725,American Pop,animation musical
3726,Assault on Precinct 13,action thriller
3727,Near Dark,horror western
3728,One False Move,crime drama film noir thriller
3729,Shaft,action crime drama thriller
3730,"Conversation, The",drama mystery spying
3731,Cutter's Way,drama thriller
3732,"Fury, The",horror
3733,"Paper Chase, The",drama
3735,Serpico,crime drama police
3736,"Ace in the Hole (Big Carnival, The)",drama
3737,Lonely Are the Brave,drama western
3738,"Sugarland Express, The",drama
3739,Trouble in Paradise,comedy romance
3740,Big Trouble in Little China,action adventure comedy fantasy
3741,Badlands,crime drama thriller
3742,Battleship Potemkin,drama war
3743,Boys and Girls,comedy romance
3744,Shaft,action crime thriller
3745,Titan A.E.,action adventure animation children sci fi
3746,Butterfly (La lengua de las mariposas),drama
3747,Jesus' Son,drama
3751,Chicken Run,animation children comedy
3752,"Me, Myself & Irene",adventure comedy
3753,"Patriot, The",action drama war
3754,"Adventures of Rocky and Bullwinkle, The",adventure animation children comedy fantasy
3755,"Perfect Storm, The",drama thriller
3756,"Golden Bowl, The",drama
3758,Communion,drama sci fi thriller
3760,"Kentucky Fried Movie, The",comedy
3761,"Blood In, Blood Out",action crime drama thriller
3763,F/X,action crime thriller
3764,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion),action crime thriller
3765,"Hot Spot, The",crime drama romance
3766,Missing in Action,action war
3767,Missing in Action 2: The Beginning,action war
3768,Braddock: Missing in Action III,action war
3769,Thunderbolt and Lightfoot,action
3770,Dreamscape,horror sci fi thriller
3771,The Golden Voyage of Sinbad,action adventure fantasy
3773,House Party,comedy
3774,House Party 2,comedy drama romance
3783,Croupier,crime drama
3784,"Kid, The",comedy fantasy
3785,Scary Movie,comedy horror
3786,But I'm a Cheerleader,comedy
3787,Shower (Xizao),comedy
3788,Blow-Up (Blowup),drama mystery
3789,"Pawnbroker, The",drama
3790,Groove,drama
3791,Footloose,drama
3792,Duel in the Sun,drama romance western
3793,X-Men,action adventure sci fi action comic book hugh jackman marvel superhero
3794,Chuck & Buck,comedy drama
3795,"Five Senses, The",drama
3797,"In Crowd, The",thriller
3798,What Lies Beneath,drama horror mystery
3799,Pokémon the Movie 2000,animation children
3801,Anatomy of a Murder,drama mystery court
3802,Freejack,action sci fi
3806,Mackenna's Gold,western
3807,Sinbad and the Eye of the Tiger,adventure fantasy
3808,"Two Women (Ciociara, La)",drama war
3809,What About Bob?,comedy
3810,White Sands,drama thriller
3811,Breaker Morant,drama war court
3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,comedy
3813,Interiors,drama
3814,Love and Death,comedy
3816,"Official Story, The (La historia oficial)",drama missing children
3819,Tampopo,comedy
3821,Nutty Professor II: The Klumps,comedy
3822,"Girl on the Bridge, The (Fille sur le pont, La)",drama romance
3823,Wonderland,drama
3824,Autumn in New York,drama romance
3825,Coyote Ugly,comedy drama romance
3826,Hollow Man,horror sci fi thriller
3827,Space Cowboys,action adventure comedy sci fi
3830,Psycho Beach Party,comedy horror thriller
3831,Saving Grace,comedy
3832,"Black Sabbath (Tre volti della paura, I)",horror
3833,"Brain That Wouldn't Die, The",horror sci fi
3834,Bronco Billy,adventure drama romance
3835,"Crush, The",thriller
3836,Kelly's Heroes,action comedy war
3837,Phantasm II,action fantasy horror sci fi thriller
3838,Phantasm III: Lord of the Dead,horror
3839,Phantasm IV: Oblivion,horror
3840,Pumpkinhead,horror
3841,Air America,action comedy
3843,Sleepaway Camp,horror
3844,Steel Magnolias,drama diabetes
3845,And God Created Woman (Et Dieu... créa la femme),drama
3846,Easy Money,comedy
3847,"Ilsa, She Wolf of the SS",horror
3849,The Spiral Staircase,horror mystery thriller disability
3851,I'm the One That I Want,comedy
3852,"Tao of Steve, The",comedy
3855,"Affair of Love, An (Liaison pornographique, Une)",drama romance
3857,Bless the Child,thriller
3858,Cecil B. DeMented,comedy
3859,"Eyes of Tammy Faye, The",documentary in netflix queue televangelist
3861,"Replacements, The",comedy
3862,About Adam,comedy
3863,"Cell, The",drama horror thriller
3864,Godzilla 2000 (Gojira ni-sen mireniamu),action adventure sci fi
3865,"Original Kings of Comedy, The",comedy documentary
3868,"Naked Gun: From the Files of Police Squad!, The",action comedy crime romance
3869,"Naked Gun 2 1/2: The Smell of Fear, The",comedy
3870,Our Town,drama
3871,Shane,drama western
3872,"Suddenly, Last Summer",drama
3873,Cat Ballou,comedy western
3877,Supergirl,action adventure fantasy superhero
3879,"Art of War, The",action thriller
3882,Bring It On,comedy
3884,"Crew, The",comedy
3888,Skipped Parts,drama romance
3889,Highlander: Endgame (Highlander IV),action adventure fantasy
3893,Nurse Betty,comedy crime drama romance thriller
3894,Solas,drama
3895,"Watcher, The",crime thriller
3896,"Way of the Gun, The",crime thriller
3897,Almost Famous,drama music journalism rolling stone
3898,Bait,action comedy
3899,Circus,crime drama thriller
3900,Crime and Punishment in Suburbia,comedy drama
3901,Duets,comedy drama
3906,Under Suspicion,crime thriller
3908,Urban Legends: Final Cut,horror
3909,Woman on Top,comedy romance
3910,Dancer in the Dark,drama musical blindness factory
3911,Best in Show,comedy satire dogs
3912,Beautiful,comedy drama
3914,"Broken Hearts Club, The",drama
3915,Girlfight,drama
3916,Remember the Titans,drama
3917,Hellraiser,horror
3918,Hellbound: Hellraiser II,horror
3919,Hellraiser III: Hell on Earth,horror
3920,"Faraway, So Close (In weiter Ferne, so nah!)",drama fantasy mystery romance
3922,Bikini Beach,comedy
3925,Stranger Than Paradise,comedy drama
3926,Voyage to the Bottom of the Sea,adventure sci fi
3927,Fantastic Voyage,adventure sci fi
3928,Abbott and Costello Meet Frankenstein,comedy horror
3929,"Bank Dick, The",comedy
3930,"Creature from the Black Lagoon, The",adventure horror sci fi
3932,"Invisible Man, The",horror sci fi invisibility
3933,"Killer Shrews, The",horror sci fi
3937,Runaway,sci fi thriller
3938,"Slumber Party Massacre, The",horror
3939,Slumber Party Massacre II,horror
3940,Slumber Party Massacre III,horror
3941,Sorority House Massacre,horror
3942,Sorority House Massacre II,horror
3943,Bamboozled,comedy
3945,Digimon: The Movie,adventure animation children
3946,Get Carter,action drama thriller
3947,Get Carter,action crime drama thriller
3948,Meet the Parents,comedy comedy robert de niro
3949,Requiem for a Dream,drama drug abuse depressing psychology
3950,Tigerland,drama
3951,Two Family House,drama in netflix queue
3952,"Contender, The",drama thriller
3953,Dr. T and the Women,comedy romance
3955,"Ladies Man, The",comedy
3957,Billy Jack,action drama
3958,Billy Jack Goes to Washington,drama
3959,"Time Machine, The",action adventure sci fi
3962,Ghoulies II,comedy horror
3963,"Unsinkable Molly Brown, The",musical
3964,"Adventures of Ichabod and Mr. Toad, The",animation children
3965,"Strange Love of Martha Ivers, The",drama film noir
3966,Detour,crime film noir
3967,Billy Elliot,drama ballet
3968,Bedazzled,comedy
3969,Pay It Forward,drama
3971,"Private Eyes, The",comedy mystery
3972,"Legend of Drunken Master, The (Jui kuen II)",action comedy
3973,Book of Shadows: Blair Witch 2,crime horror mystery thriller
3974,"Little Vampire, The",adventure children
3977,Charlie's Angels,action comedy
3978,"Legend of Bagger Vance, The",drama romance
3979,Little Nicky,comedy
3980,Men of Honor,drama
3981,Red Planet,action sci fi thriller
3983,You Can Count on Me,drama romance family
3984,Diamonds Are Forever,action adventure thriller
3985,"Eagle Has Landed, The",drama war
3986,"6th Day, The",action sci fi thriller
3987,Bounce,drama romance
3988,How the Grinch Stole Christmas (a.k.a. The Grinch),children comedy fantasy dr seuss
3989,One Day in September,documentary
3990,Rugrats in Paris: The Movie,animation children comedy
3991,102 Dalmatians,children comedy
3992,Malèna,drama romance war
3993,Quills,drama romance
3994,Unbreakable,drama sci fi superhero atmospheric comics father son relationship mindfuck unique somber
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long)",action drama romance china martial arts
3997,Dungeons & Dragons,action adventure comedy fantasy
3998,Proof of Life,drama
3999,Vertical Limit,action adventure
4000,"Bounty, The",adventure drama
4002,"Planes, Trains & Automobiles",comedy
4003,She's Having a Baby,comedy
4005,"Living Daylights, The",action adventure thriller
4006,Transformers: The Movie,adventure animation children sci fi
4007,Wall Street,drama business
4008,Born on the Fourth of July,drama war
4009,Talk Radio,drama
4010,Brewster's Millions,comedy
4011,Snatch,comedy crime thriller
4012,Punchline,comedy drama stand up comedy
4014,Chocolat,drama romance
4015,"Dude, Where's My Car?",comedy sci fi bad
4016,"Emperor's New Groove, The",adventure animation children comedy fantasy
4017,Pollock,drama
4018,What Women Want,comedy romance
4019,Finding Forrester,drama writing
4020,"Gift, The",thriller
4021,Before Night Falls,drama
4022,Cast Away,drama
4023,"Family Man, The",comedy drama romance
4024,"House of Mirth, The",romance edith wharton
4025,Miss Congeniality,comedy crime pageant
4027,"O Brother, Where Art Thou?",adventure comedy crime bluegrass
4029,State and Main,comedy drama movies
4030,Dracula 2000,horror
4031,All the Pretty Horses,drama romance western
4032,"Everlasting Piece, An",comedy
4033,Thirteen Days,drama thriller war
4034,Traffic,crime drama thriller drugs based on a tv show
4035,"Claim, The",romance western
4036,Shadow of the Vampire,drama horror
4037,House of Games,crime film noir mystery thriller
4039,Annie,children musical
4040,Don't Tell Mom the Babysitter's Dead,comedy
4041,"Officer and a Gentleman, An",drama romance
4042,"Alamo, The",action drama war western
4043,At Close Range,crime drama
4046,Friendly Persuasion,drama quakers
4047,Gettysburg,drama war
4051,Horrors of Spider Island (Ein Toter Hing im Netz),horror sci fi
4052,Antitrust,crime drama thriller
4053,Double Take,action comedy
4054,Save the Last Dance,drama romance
4055,Panic,drama
4056,"Pledge, The",crime drama mystery thriller
4061,The Man in the Moon,drama romance
4062,Mystic Pizza,comedy drama romance
4063,Prelude to a Kiss,comedy drama romance
4064,Coffy,action crime thriller
4065,Foxy Brown,action crime drama
4066,I'm Gonna Git You Sucka,action comedy
4067,Untamed Heart,drama romance
4068,Sugar & Spice,comedy
4069,"Wedding Planner, The",comedy romance
4074,"Legend of Rita, The (Stille nach dem Schuß, Die)",drama
4077,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien)",drama thriller psychopaths
4078,Amazing Grace and Chuck,drama
4079,Amazon Women on the Moon,comedy sci fi
4080,Baby Boom,comedy
4081,Back to the Beach,comedy
4082,Barfly,comedy drama romance
4083,Best Seller,thriller
4084,Beverly Hills Cop II,action comedy crime thriller
4085,Beverly Hills Cop,action comedy crime drama
4086,"Big Easy, The",action crime mystery romance thriller
4089,Born in East L.A.,comedy
4090,"Brave Little Toaster, The",animation children
4091,Can't Buy Me Love,comedy romance
4092,Cherry 2000,romance sci fi
4093,Cop,thriller
4102,Eddie Murphy Raw,comedy documentary
4103,Empire of the Sun,action adventure drama war
4104,Ernest Goes to Camp,comedy
4105,"Evil Dead, The",fantasy horror thriller zombies
4109,Flowers in the Attic,drama thriller
4110,"Fourth Protocol, The",thriller
4111,Gardens of Stone,drama war
4113,"Glass Menagerie, The",drama tennessee williams
4115,Hiding Out,comedy
4116,Hollywood Shuffle,comedy
4117,Hope and Glory,drama in netflix queue
4121,Innerspace,action adventure comedy sci fi
4123,Ishtar,comedy
4124,Jaws: The Revenge,horror thriller
4125,Leonard Part 6,comedy sci fi
4126,Less Than Zero,drama
4127,"Like Father, Like Son",comedy
4128,"Lost Boys, The",comedy horror thriller
4129,Made in Heaven,fantasy romance
4130,Maid to Order,comedy fantasy
4131,Making Mr. Right,comedy romance sci fi
4132,Mannequin,comedy romance
4133,Masters of the Universe,action adventure fantasy sci fi
4135,"Monster Squad, The",adventure comedy horror
4138,My Demon Lover,comedy horror demons
4139,No Man's Land,crime drama
4141,Head Over Heels,comedy romance
4142,Left Behind: The Movie,action adventure drama thriller
4143,Valentine,horror mystery
4144,In the Mood For Love (Fa yeung nin wa),drama romance atmospheric beautiful bittersweet dreamy elegant heartbreaking intimate loneliness long takes longing melancholic melancholy moody nocturnal romantic unique visually appealing visually stunning
4146,"Million Dollar Hotel, The",drama mystery romance
4147,Nico and Dani (Krámpack),comedy drama romance
4148,Hannibal,horror thriller
4149,Saving Silverman (Evil Woman),comedy romance
4152,Vatel,drama
4153,Down to Earth,comedy fantasy romance
4154,Recess: School's Out,animation children
4155,Sweet November,drama romance
4156,Company Man,comedy
4157,"Price of Milk, The",comedy drama fantasy romance
4158,Monkeybone,animation comedy fantasy
4159,3000 Miles to Graceland,action thriller
4160,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La)",drama romance death penalty
4161,"Mexican, The",action comedy
4164,"Caveman's Valentine, The",drama homeless new york
4166,Series 7: The Contenders,action drama reality tv
4167,15 Minutes,thriller
4168,Get Over It,comedy romance
4171,Long Night's Journey Into Day,documentary eugene o neill
4174,Avalon,drama in netflix queue
4175,Gray's Anatomy,comedy drama
4178,Of Mice and Men,drama
4180,Reform School Girls,action drama
4181,Tapeheads,comedy
4184,"Bishop's Wife, The",comedy drama romance christmas
4187,Lilies of the Field,drama
4189,"Greatest Story Ever Told, The",drama bible religion
4190,Elmer Gantry,drama preacher religion
4191,Alfie,comedy drama romance sexuality
4193,"Fantasticks, The",musical
4194,I Know Where I'm Going!,drama romance war in netflix queue
4195,"Abominable Dr. Phibes, The",horror mystery
4197,Real Life,comedy
4198,Battle Beyond the Stars,sci fi
4200,Double Impact,action
4202,Fuzz,drama
4203,Harley Davidson and the Marlboro Man,action crime drama
4204,Losin' It,comedy virginity
4205,Mermaids,comedy drama romance
4207,Navy Seals,action adventure war
4210,Manhunter,action crime drama horror thriller hannibal lecter serial killer
4211,Reversal of Fortune,drama von bulow
4212,Death on the Nile,crime mystery
4214,Revenge of the Nerds,comedy college
4215,Revenge of the Nerds II: Nerds in Paradise,comedy
4217,4 Little Girls,documentary
4218,River's Edge,crime drama in netflix queue
4219,Girls Just Want to Have Fun,comedy
4220,"Longest Yard, The",comedy
4221,Necessary Roughness,comedy football
4223,Enemy at the Gates,drama war ed harris jude law rachel weisz sniper world war ii
4224,Exit Wounds,action thriller
4225,"Dish, The",comedy
4226,Memento,mystery thriller dark mindfuck nonlinear psychology twist ending mystery psychological backwards memory cerebral dreamlike
4228,Heartbreakers,comedy crime romance
4229,Say It Isn't So,comedy romance
4231,Someone Like You,comedy romance
4232,Spy Kids,action adventure children comedy spying
4233,Tomcats,comedy
4234,"Tailor of Panama, The",drama thriller
4235,Amores Perros (Love's a Bitch),drama thriller
4236,Keep the River on Your Right: A Modern Cannibal Tale,documentary
4237,"Gleaners & I, The (Les glaneurs et la glaneuse)",documentary
4238,Along Came a Spider,action crime mystery thriller
4239,Blow,crime drama
4240,Just Visiting,comedy fantasy
4241,Pokémon 3: The Movie,animation children
4242,Beautiful Creatures,comedy crime drama thriller
4243,Brigham City,crime drama mystery
4246,Bridget Jones's Diary,comedy drama romance singletons
4247,Joe Dirt,adventure comedy mystery romance
4248,Josie and the Pussycats,comedy
4251,Chopper,drama thriller
4252,"Circle, The (Dayereh)",drama
4254,Crocodile Dundee in Los Angeles,comedy drama
4255,Freddy Got Fingered,comedy
4256,"Center of the World, The",drama
4259,"Luzhin Defence, The",drama romance nabokov
4260,"Visit, The",drama
4262,Scarface,action crime drama al pacino
4263,Days of Wine and Roses,drama alcoholism
4265,Driven,action thriller
4267,One Night at McCool's,comedy
4268,Town & Country,comedy
4270,"Mummy Returns, The",action adventure comedy thriller
4273,Under the Sand,drama
4275,Krull,action adventure fantasy sci fi
4276,Lost in America,comedy
4278,Triumph of the Will (Triumph des Willens),documentary
4280,"World According to Garp, The",comedy drama romance
4282,Fellini Satyricon,drama fantasy
4284,Frankie and Johnny,comedy
4285,Frankie and Johnny,comedy romance
4289,"City of Women, The (Città delle donne, La)",comedy drama
4290,For the Boys,comedy drama musical
4291,Nine to Five (a.k.a. 9 to 5),comedy crime
4292,Norma Rae,drama union
4293,Summer Rental,comedy
4294,"5,000 Fingers of Dr. T, The",children fantasy musical
4296,Love Story,drama romance death
4297,Pelle the Conqueror (Pelle erobreren),drama
4298,Rififi (Du rififi chez les hommes),crime film noir thriller
4299,"Knight's Tale, A",action comedy romance
4300,Bread and Roses,drama
4304,Startup.com,documentary
4305,Angel Eyes,romance thriller
4306,Shrek,adventure animation children comedy fantasy romance fairy tales
4307,"Fast Food, Fast Women",comedy romance
4308,Moulin Rouge,drama musical romance
4310,Pearl Harbor,action drama romance war
4312,Himalaya (Himalaya - l'enfance d'un chef),adventure drama in netflix queue
4313,"Man Who Cried, The",drama
4316,Ice Castles,drama figure skating
4317,Love Potion #9,comedy romance
4321,City Slickers,comedy western
4322,Eight Men Out,drama
4323,"Horse Soldiers, The",adventure war western
4325,"Night, The (Notte, La)",drama
4326,Mississippi Burning,crime drama thriller race rasicm
4327,"Magnificent Seven, The",adventure western
4329,Rio Bravo,western
4333,Throw Momma from the Train,comedy crime strangers on a train
4334,Yi Yi,drama
4337,"Sand Pebbles, The",drama romance war
4338,Twelve O'Clock High,drama war
4339,Von Ryan's Express,action adventure drama war
4340,"Animal, The",comedy
4342,Big Eden,drama romance
4343,Evolution,comedy sci fi really bad seann william scott
4344,Swordfish,action crime drama
4345,"Anniversary Party, The",drama
4347,Divided We Fall (Musíme si pomáhat),comedy drama holocaust
4349,Catch-22,comedy war
4350,Forgotten Silver,comedy documentary
4351,Point Break,action crime thriller
4353,Uncommon Valor,action war
4354,Unlawful Entry,crime thriller
4355,Youngblood,action drama
4356,Gentlemen Prefer Blondes,comedy musical romance in netflix queue
4357,How to Marry a Millionaire,comedy drama romance
4359,"Seven Year Itch, The",comedy adultery
4361,Tootsie,comedy romance men in drag
4366,Atlantis: The Lost Empire,adventure animation children fantasy
4367,Lara Croft: Tomb Raider,action adventure
4368,Dr. Dolittle 2,comedy
4369,"Fast and the Furious, The",action crime thriller
4370,A.I. Artificial Intelligence,adventure drama sci fi android s cyborg s artificial intelligence bittersweet steven spielberg robots
4371,Baby Boy,crime drama
4372,Crazy/Beautiful,drama romance
4373,Pootie Tang,comedy
4374,Let It Snow,comedy romance
4378,Sexy Beast,crime drama
4380,"Princess and the Warrior, The (Krieger und die Kaiserin, Der)",drama romance accident
4381,"Closet, The (Placard, Le)",comedy
4383,"Crimson Rivers, The (Rivières pourpres, Les)",crime drama mystery thriller
4384,Lumumba,drama
4386,Cats & Dogs,children comedy
4387,Kiss of the Dragon,action
4388,Scary Movie 2,comedy
4389,Lost and Delirious,drama
4390,Rape Me (Baise-moi),crime drama thriller
4392,Alice,comedy drama fantasy romance
4393,Another Woman,drama
4394,Beach Blanket Bingo,comedy musical
4395,Big Deal on Madonna Street (I Soliti Ignoti),comedy crime
4396,"Cannonball Run, The",action comedy race
4397,Cannonball Run II,action comedy
4399,"Diary of a Chambermaid (Journal d'une femme de chambre, Le)",comedy drama
4402,Dr. Goldfoot and the Bikini Machine,comedy
4403,"Fall of the House of Usher, The (House of Usher)",horror
4404,Faust,drama fantasy horror in netflix queue
4406,"Man Who Shot Liberty Valance, The",crime drama western
4407,Salvador,drama thriller war
4408,September,drama
4409,Shadows and Fog,comedy drama mystery thriller
4410,Something Wild,comedy crime drama
4412,"Thing with Two Heads, The",comedy horror sci fi
4419,All That Heaven Allows,drama romance
4420,"Barefoot Contessa, The",drama
4422,Cries and Whispers (Viskningar och rop),drama
4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il)",drama
4426,Kiss Me Deadly,film noir
4427,"Lion in Winter, The",drama
4428,"Misfits, The",comedy drama romance western
4429,Moby Dick,drama
4432,Sweet Smell of Success,drama film noir
4433,Written on the Wind,drama
4434,"10th Victim, The (La decima vittima)",action comedy sci fi thriller
4436,Obsession,mystery thriller
4437,Suspiria,horror
4438,"Fist of Fury (Chinese Connection, The) (Jing wu men)",action drama romance thriller
4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo),drama
4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong)",action thriller
4441,Game of Death,action
4442,"Last Dragon, The",action comedy drama
4443,Outland,action sci fi thriller
4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang)",action crime
4445,T-Rex: Back to the Cretaceous,adventure documentary imax
4446,Final Fantasy: The Spirits Within,adventure animation fantasy sci fi sci fi
4447,Legally Blonde,comedy romance lawyers
4448,"Score, The",action drama heist boring
4449,Adanggaman,drama
4450,Bully,crime drama thriller
4451,Jump Tomorrow,comedy drama romance
4452,Made,comedy
4453,Michael Jordan to the Max,documentary imax
4454,More,animation drama sci fi imax claymation creativity dystopia free to download imagination no dialogue social commentary
4458,Africa: The Serengeti,documentary imax
4459,Alaska: Spirit of the Wild,documentary imax
4462,18 Again!,comedy fantasy
4463,1969,drama war
4464,"Accidental Tourist, The",comedy drama romance
4465,"Accused, The",drama rape
4466,Above the Law,action crime drama
4467,"Adventures of Baron Munchausen, The",adventure comedy fantasy
4470,Ariel,drama
4471,Arthur 2: On the Rocks,comedy romance
4473,Bat*21,drama war
4474,Beaches,comedy drama musical
4475,"Beast of War, The (Beast, The)",drama war
4476,Big Business,comedy twins
4477,Big Top Pee-Wee,adventure children comedy circus
4478,Biloxi Blues,comedy drama
4480,"Blob, The",horror sci fi
4482,"Bright Lights, Big City",drama
4483,Caddyshack II,comedy
4484,Camille Claudel,drama
4487,Cocktail,drama romance
4488,Colors,action crime drama
4489,Coming to America,comedy romance africa immigrants
4490,"Couch Trip, The",comedy
4492,Critters,comedy sci fi
4495,Crossing Delancey,comedy romance new york
4496,D.O.A.,film noir mystery thriller
4497,Dead Heat,action comedy horror sci fi
4498,"Dead Pool, The",action crime thriller
4499,Dirty Rotten Scoundrels,comedy
4500,Drowning by Numbers,comedy drama
4502,Ernest Saves Christmas,children comedy
4504,Feds,comedy
4505,For Keeps,drama romance
4506,Frantic,crime mystery thriller
4508,Gorillas in the Mist,drama
4509,"Great Outdoors, The",comedy
4511,High Spirits,comedy
4516,Johnny Be Good,comedy
4517,Lady in White (a.k.a. The Mystery of the Lady in White),horror mystery thriller
4518,The Lair of the White Worm,comedy horror
4519,"Land Before Time, The",adventure animation children fantasy
4520,License to Drive,comedy
4521,Little Nikita,drama
4522,Masquerade,mystery romance thriller
4523,Milagro Beanfield War,comedy drama fantasy
4524,Moon Over Parador,comedy
4526,My Stepmother Is an Alien,comedy romance sci fi aliens
4527,"Night in the Life of Jimmy Reardon, A",comedy romance
4529,Bagdad Cafe (Out of Rosenheim),comedy drama
4531,Red Heat,action
4533,"Return of the Living Dead, The",comedy horror sci fi
4534,Return to Snowy River (a.k.a. The Man From Snowy River II),adventure drama western
4535,"Man from Snowy River, The",drama romance western
4537,Running on Empty,drama hippies
4541,"Serpent and the Rainbow, The",horror
4544,Short Circuit 2,comedy sci fi
4545,Short Circuit,comedy sci fi robots
4546,"Vanishing, The (Spoorloos)",drama thriller kidnapping remade
4552,"Tetsuo, the Ironman (Tetsuo)",action horror sci fi thriller artsy atmospheric gritty hallucinatory surreal visually stunning
4553,They Live,action sci fi thriller
4557,Tucker: The Man and His Dream,drama
4558,Twins,comedy twins
4562,Without a Clue,comedy mystery
4563,Young Einstein,comedy
4564,Always,drama fantasy romance
4565,American Ninja,action adventure
4568,Best of the Best,action
4571,Bill & Ted's Excellent Adventure,adventure comedy sci fi time travel
4572,Black Rain,action crime drama
4573,Blaze,comedy drama
4574,Blind Fury,action thriller
4577,Casualties of War,drama war
4578,Chances Are,comedy romance
4580,Cyborg,action sci fi
4581,Dad,drama
4583,Disorganized Crime,action comedy
4584,Dream a Little Dream,comedy drama romance
4585,"Dream Team, The",comedy
4587,Earth Girls Are Easy,comedy musical sci fi
4589,Eddie and the Cruisers,drama musical mystery
4591,Erik the Viking,adventure comedy fantasy
4593,Family Business,comedy
4594,Farewell to the King,action war
4595,Fat Man and Little Boy,drama
4597,Gleaming the Cube,action drama mystery
4599,Great Balls of Fire!,drama
4600,Gross Anatomy (a.k.a. A Cut Above),comedy drama doctors
4602,Harlem Nights,comedy crime romance
4603,Her Alibi,comedy romance
4605,How to Get Ahead in Advertising,comedy fantasy
4608,"Innocent Man, An",crime drama
4610,"January Man, The",comedy crime mystery thriller
4611,Johnny Handsome,crime drama
4612,Jesus of Montreal (Jésus de Montréal),drama reciprocal spectator
4613,K-9,action comedy crime
4614,Kickboxer,action
4615,Last Exit to Brooklyn,drama
4616,Lean on Me,drama
4617,Let It Ride,comedy
4619,Little Monsters,comedy
4621,Look Who's Talking,comedy romance babies
4622,Loverboy,comedy
4623,Major League,comedy baseball
4624,Meet the Feebles,animation comedy musical
4625,Millennium,drama sci fi thriller
4626,Miracle Mile,drama romance sci fi
4628,New York Stories,comedy drama
4629,Next of Kin,action crime thriller
4630,No Holds Barred,action
4632,"Package, The",action thriller
4634,Penn & Teller Get Killed,adventure comedy
4635,Pink Cadillac,action comedy drama
4636,"Punisher, The",action
4638,Jurassic Park III,action adventure sci fi thriller dinosaurs
4639,America's Sweethearts,comedy romance hollywood movie business
4640,Brother,action crime thriller
4641,Ghost World,comedy drama adolescence
4642,Hedwig and the Angry Inch,comedy drama musical
4643,Planet of the Apes,action adventure drama sci fi
4644,Bread and Tulips (Pane e tulipani),comedy drama romance
4645,Cure,crime horror thriller
4646,Greenfingers,comedy drama
4649,Wet Hot American Summer,comedy
4653,"Return of the Musketeers, The",adventure comedy
4654,Road House,action drama
4658,Santa Sangre,drama horror mystery thriller
4660,Scenes from the Class Struggle in Beverly Hills,comedy
4661,Sea of Love,crime drama thriller
4662,"See No Evil, Hear No Evil",comedy crime
4663,She's Out of Control,comedy
4666,Skin Deep,comedy
4670,"Stepfather, The",horror thriller
4671,Sweetie,drama
4672,"Tall Guy, The",comedy romance
4673,Tango & Cash,action comedy crime thriller
4675,Three Fugitives,action comedy
4676,Troop Beverly Hills,comedy
4677,Turner & Hooch,comedy crime dogs
4678,UHF,comedy television
4679,Uncle Buck,comedy
4681,"War of the Roses, The",comedy drama
